theta,N,mean_abs_S,rms_abs_S,mean_abs_S_over_sqrtN,run_id,seed,Ns,max_charge,noise_sigma,n_samples,enforce_zero_sum
2.685,512,19.244,21.896,0.85,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.685,1024,28.099,31.701,0.878,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6875,16,3.594,4.072,0.899,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6875,32,5.388,6.0,0.952,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6875,64,7.179,8.064,0.897,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6875,128,9.756,11.172,0.862,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6875,256,14.064,15.867,0.879,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6875,512,19.208,21.831,0.849,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6875,1024,27.965,31.572,0.874,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.69,16,3.594,4.071,0.898,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.69,32,5.388,6.001,0.953,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.69,64,7.179,8.063,0.897,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.69,128,9.75,11.165,0.862,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.69,256,14.06,15.85,0.879,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.69,512,19.191,21.786,0.848,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.69,1024,27.88,31.497,0.871,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6925,16,3.593,4.071,0.898,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6925,32,5.389,6.001,0.953,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6925,64,7.179,8.063,0.897,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6925,128,9.746,11.16,0.861,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6925,256,14.063,15.84,0.879,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6925,512,19.193,21.761,0.848,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6925,1024,27.847,31.477,0.87,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.695,16,3.593,4.072,0.898,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.695,32,5.391,6.002,0.953,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.695,64,7.18,8.063,0.898,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.695,128,9.745,11.158,0.861,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.695,256,14.074,15.837,0.88,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.695,512,19.213,21.755,0.849,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.695,1024,27.864,31.511,0.871,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6975,16,3.592,4.072,0.898,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6975,32,5.392,6.004,0.953,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6975,64,7.182,8.065,0.898,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6975,128,9.746,11.158,0.861,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6975,256,14.091,15.84,0.881,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6975,512,19.251,21.769,0.851,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.6975,1024,27.929,31.6,0.873,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7,16,3.592,4.072,0.898,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7,32,5.394,6.005,0.953,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7,64,7.184,8.067,0.898,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7,128,9.75,11.161,0.862,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7,256,14.114,15.85,0.882,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7,512,19.307,21.803,0.853,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7,1024,28.053,31.742,0.877,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7025,16,3.592,4.072,0.898,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7025,32,5.396,6.007,0.954,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7025,64,7.187,8.07,0.898,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7025,128,9.756,11.165,0.862,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7025,256,14.142,15.866,0.884,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7025,512,19.38,21.857,0.856,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7025,1024,28.229,31.938,0.882,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.705,16,3.592,4.073,0.898,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.705,32,5.398,6.009,0.954,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.705,64,7.191,8.074,0.899,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.705,128,9.764,11.173,0.863,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.705,256,14.176,15.89,0.886,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.705,512,19.471,21.93,0.86,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.705,1024,28.454,32.186,0.889,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7075,16,3.591,4.073,0.898,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7075,32,5.4,6.011,0.955,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7075,64,7.195,8.079,0.899,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7075,128,9.774,11.182,0.864,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7075,256,14.216,15.919,0.888,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7075,512,19.577,22.022,0.865,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7075,1024,28.738,32.484,0.898,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.71,16,3.591,4.074,0.898,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.71,32,5.403,6.014,0.955,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.71,64,7.2,8.084,0.9,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.71,128,9.786,11.194,0.865,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.71,256,14.26,15.955,0.891,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.71,512,19.698,22.134,0.871,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.71,1024,29.072,32.831,0.909,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7125,16,3.592,4.074,0.898,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7125,32,5.406,6.016,0.956,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7125,64,7.206,8.09,0.901,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7125,128,9.799,11.208,0.866,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7125,256,14.309,15.998,0.894,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7125,512,19.834,22.263,0.877,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7125,1024,29.453,33.225,0.92,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.715,16,3.592,4.075,0.898,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.715,32,5.408,6.019,0.956,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.715,64,7.212,8.097,0.902,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.715,128,9.815,11.225,0.868,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.715,256,14.363,16.047,0.898,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.715,512,19.985,22.411,0.883,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.715,1024,29.875,33.665,0.934,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7175,16,3.592,4.076,0.898,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7175,32,5.412,6.023,0.957,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7175,64,7.219,8.105,0.902,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7175,128,9.833,11.244,0.869,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7175,256,14.422,16.102,0.901,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7175,512,20.151,22.576,0.891,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7175,1024,30.337,34.148,0.948,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7199999999999998,16,3.592,4.077,0.898,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7199999999999998,32,5.415,6.026,0.957,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7199999999999998,64,7.227,8.114,0.903,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7199999999999998,128,9.852,11.265,0.871,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7199999999999998,256,14.485,16.163,0.905,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7199999999999998,512,20.332,22.759,0.899,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7199999999999998,1024,30.835,34.673,0.964,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7225,16,3.592,4.077,0.898,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7225,32,5.418,6.03,0.958,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7225,64,7.235,8.123,0.904,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7225,128,9.874,11.288,0.873,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7225,256,14.552,16.23,0.91,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7225,512,20.528,22.959,0.907,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7225,1024,31.366,35.237,0.98,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.725,16,3.592,4.078,0.898,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.725,32,5.422,6.034,0.958,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.725,64,7.244,8.133,0.906,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.725,128,9.897,11.313,0.875,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.725,256,14.624,16.303,0.914,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.725,512,20.738,23.174,0.916,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.725,1024,31.929,35.839,0.998,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7275,16,3.593,4.08,0.898,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7275,32,5.425,6.038,0.959,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7275,64,7.254,8.144,0.907,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7275,128,9.922,11.341,0.877,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7275,256,14.699,16.383,0.919,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7275,512,20.961,23.406,0.926,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7275,1024,32.528,36.475,1.016,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.73,16,3.593,4.081,0.898,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.73,32,5.429,6.043,0.96,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.73,64,7.264,8.156,0.908,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.73,128,9.949,11.371,0.879,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.73,256,14.779,16.467,0.924,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.73,512,21.198,23.652,0.937,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.73,1024,33.16,37.145,1.036,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7325,16,3.594,4.082,0.898,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7325,32,5.433,6.048,0.96,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7325,64,7.274,8.168,0.909,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7325,128,9.978,11.403,0.882,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7325,256,14.863,16.558,0.929,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7325,512,21.446,23.913,0.948,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7325,1024,33.825,37.846,1.057,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.735,16,3.594,4.083,0.899,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.735,32,5.437,6.053,0.961,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.735,64,7.286,8.181,0.911,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.735,128,10.008,11.437,0.885,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.735,256,14.95,16.653,0.934,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.735,512,21.707,24.188,0.959,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.735,1024,34.518,38.575,1.079,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7375,16,3.595,4.085,0.899,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7375,32,5.441,6.058,0.962,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7375,64,7.298,8.195,0.912,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7375,128,10.041,11.473,0.887,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7375,256,15.041,16.755,0.94,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7375,512,21.979,24.476,0.971,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.7375,1024,35.245,39.333,1.101,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.74,16,3.595,4.086,0.899,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.74,32,5.445,6.063,0.963,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.74,64,7.311,8.21,0.914,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.74,128,10.075,11.511,0.891,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
2.74,256,15.136,16.861,0.946,20251212_chain_residual_scan__seg1__no_zero_sum__ns400__seed1234,1234,"[16, 32, 64, 128, 256, 512, 1024]",3,0.0,400,False
