/usr/local/lib/python3.11/dist-packages/plink/gui.py:33: UserWarning: Plink failed to import tkinter, GUI will not be available
  warnings.warn('Plink failed to import tkinter, GUI will not be available')
total (cover, cusp, slope) attempts returning a CS : 255
STRICT survivors (positively oriented AND CS not in {0,1/4}): 225
distinct covers among strict survivors: 19

STRICT SURVIVORS -- canonical identifiers
deg cusps cusp   slope left            CS      dist  isosig
  8     2    0  (2, 1)    1  +0.104752114  0.104752  qLLvLvMQPQMkceimnnkmolmkkopppiimiimiiimaamamia_BbBaBaEB
  8     2    0  (3, 1)    1  +0.106443214  0.106443  qLLvLvMQPQMkceimnnkmolmkkopppiimiimiiimaamamia_BbBaBaEB
  8     2    0  (3, 2)    1  -0.225809730  0.024190  qLLvLvMQPQMkceimnnkmolmkkopppiimiimiiimaamamia_BbBaBaEB
  8     2    1  (1, 1)    1  +0.009067152  0.009067  qLLvLvMQPQMkceimnnkmolmkkopppiimiimiiimaamamia_BbBaBaEB
  8     2    1  (1, 2)    1  -0.248746539  0.001253  qLLvLvMQPQMkceimnnkmolmkkopppiimiimiiimaamamia_BbBaBaEB
  8     2    1  (2, 1)    1  +0.017462044  0.017462  qLLvLvMQPQMkceimnnkmolmkkopppiimiimiiimaamamia_BbBaBaEB
  8     2    1  (3, 1)    1  +0.024579018  0.024579  qLLvLvMQPQMkceimnnkmolmkkopppiimiimiiimaamamia_BbBaBaEB
  8     2    1  (3, 2)    1  -0.246372146  0.003628  qLLvLvMQPQMkceimnnkmolmkkopppiimiimiiimaamamia_BbBaBaEB
  8     2    0  (1, 1)    1  +0.214339965  0.035660  qLLvMLzMQzQkcehiklmnkmnopopopiieqhhitldtilxqat_aBBbBacb
  8     2    0  (1, 2)    1  -0.207096088  0.042904  qLLvMLzMQzQkcehiklmnkmnopopopiieqhhitldtilxqat_aBBbBacb
  8     2    0  (2, 1)    1  +0.182481175  0.067519  qLLvMLzMQzQkcehiklmnkmnopopopiieqhhitldtilxqat_aBBbBacb
  8     2    0  (3, 2)    1  -0.198184078  0.051816  qLLvMLzMQzQkcehiklmnkmnopopopiieqhhitldtilxqat_aBBbBacb
  8     2    1  (1, 1)    1  +0.046449904  0.046450  qLLvMLzMQzQkcehiklmnkmnopopopiieqhhitldtilxqat_aBBbBacb
  8     2    1  (1, 2)    1  -0.244448251  0.005552  qLLvMLzMQzQkcehiklmnkmnopopopiieqhhitldtilxqat_aBBbBacb
  8     2    1  (2, 1)    1  +0.065654155  0.065654  qLLvMLzMQzQkcehiklmnkmnopopopiieqhhitldtilxqat_aBBbBacb
  8     2    1  (3, 1)    1  +0.071438135  0.071438  qLLvMLzMQzQkcehiklmnkmnopopopiieqhhitldtilxqat_aBBbBacb
  8     2    1  (3, 2)    1  -0.236455854  0.013544  qLLvMLzMQzQkcehiklmnkmnopopopiieqhhitldtilxqat_aBBbBacb
  8     2    0  (1, 1)    1  +0.224911920  0.025088  qLLvMLzMQzQkcehiklmnkmnopopopiieqhhitldtilxqat_aBbBBaCB
  8     2    0  (1, 2)    1  -0.206786765  0.043213  qLLvMLzMQzQkcehiklmnkmnopopopiieqhhitldtilxqat_aBbBBaCB
  8     2    0  (2, 1)    1  +0.184345845  0.065654  qLLvMLzMQzQkcehiklmnkmnopopopiieqhhitldtilxqat_aBbBBaCB
  8     2    0  (3, 1)    1  +0.143804340  0.106196  qLLvMLzMQzQkcehiklmnkmnopopopiieqhhitldtilxqat_aBbBBaCB
  8     2    0  (3, 2)    1  -0.197833946  0.052166  qLLvMLzMQzQkcehiklmnkmnopopopiieqhhitldtilxqat_aBbBBaCB
  8     2    1  (1, 1)    1  +0.045529056  0.045529  qLLvMLzMQzQkcehiklmnkmnopopopiieqhhitldtilxqat_aBbBBaCB
  8     2    1  (1, 2)    1  -0.244727054  0.005273  qLLvMLzMQzQkcehiklmnkmnopopopiieqhhitldtilxqat_aBbBBaCB
  8     2    1  (2, 1)    1  +0.067518825  0.067519  qLLvMLzMQzQkcehiklmnkmnopopopiieqhhitldtilxqat_aBbBBaCB
  8     2    1  (3, 1)    1  +0.072944370  0.072944  qLLvMLzMQzQkcehiklmnkmnopopopiieqhhitldtilxqat_aBbBBaCB
  8     2    1  (3, 2)    1  -0.236424705  0.013575  qLLvMLzMQzQkcehiklmnkmnopopopiieqhhitldtilxqat_aBbBBaCB
  8     2    0  (1, 1)    1  +0.214249047  0.035751  qLvvLvAPQQQkcemlnnolopmpnomlpqqmpeqaaqiamdaimi_aBBaBaBb
  8     2    0  (1, 2)    1  -0.195255073  0.054745  qLvvLvAPQQQkcemlnnolopmpnomlpqqmpeqaaqiamdaimi_aBBaBaBb
  8     2    0  (2, 1)    1  +0.177464082  0.072536  qLvvLvAPQQQkcemlnnolopmpnomlpqqmpeqaaqiamdaimi_aBBaBaBb
  8     2    0  (3, 1)    1  +0.137121248  0.112879  qLvvLvAPQQQkcemlnnolopmpnomlpqqmpeqaaqiamdaimi_aBBaBaBb
  8     2    0  (3, 2)    1  -0.198960473  0.051040  qLvvLvAPQQQkcemlnnolopmpnomlpqqmpeqaaqiamdaimi_aBBaBaBb
  8     2    1  (1, 1)    1  +0.214249047  0.035751  qLvvLvAPQQQkcemlnnolopmpnomlpqqmpeqaaqiamdaimi_aBBaBaBb
  8     2    1  (1, 2)    1  -0.195255073  0.054745  qLvvLvAPQQQkcemlnnolopmpnomlpqqmpeqaaqiamdaimi_aBBaBaBb
  8     2    1  (2, 1)    1  +0.177464082  0.072536  qLvvLvAPQQQkcemlnnolopmpnomlpqqmpeqaaqiamdaimi_aBBaBaBb
  8     2    1  (3, 1)    1  +0.137121248  0.112879  qLvvLvAPQQQkcemlnnolopmpnomlpqqmpeqaaqiamdaimi_aBBaBaBb
  8     2    1  (3, 2)    1  -0.198960473  0.051040  qLvvLvAPQQQkcemlnnolopmpnomlpqqmpeqaaqiamdaimi_aBBaBaBb
  8     2    0  (1, 2)    1  -0.233827240  0.016173  qLvvLvAPQQQkcemlnnolopmpnomlpqqmpeqaaqiamdaimi_aBbaBabB
  8     2    0  (2, 1)    1  +0.215413270  0.034587  qLvvLvAPQQQkcemlnnolopmpnomlpqqmpeqaaqiamdaimi_aBbaBabB
  8     2    0  (3, 1)    1  +0.160276770  0.089723  qLvvLvAPQQQkcemlnnolopmpnomlpqqmpeqaaqiamdaimi_aBbaBabB
  8     2    0  (3, 2)    1  -0.190611218  0.059389  qLvvLvAPQQQkcemlnnolopmpnomlpqqmpeqaaqiamdaimi_aBbaBabB
  8     2    1  (1, 2)    1  -0.233827240  0.016173  qLvvLvAPQQQkcemlnnolopmpnomlpqqmpeqaaqiamdaimi_aBbaBabB
  8     2    1  (2, 1)    1  +0.215413270  0.034587  qLvvLvAPQQQkcemlnnolopmpnomlpqqmpeqaaqiamdaimi_aBbaBabB
  8     2    1  (3, 1)    1  +0.160276770  0.089723  qLvvLvAPQQQkcemlnnolopmpnomlpqqmpeqaaqiamdaimi_aBbaBabB
  8     2    1  (3, 2)    1  -0.190611218  0.059389  qLvvLvAPQQQkcemlnnolopmpnomlpqqmpeqaaqiamdaimi_aBbaBabB
  8     2    0  (1, 2)    1  -0.189107123  0.060893  qvvLLMwzQQQkghjiknopmopmmnnpoddeddddeaeadedaad_baBaBbaBBa
  8     2    0  (2, 1)    1  +0.189107123  0.060893  qvvLLMwzQQQkghjiknopmopmmnnpoddeddddeaeadedaad_baBaBbaBBa
  8     2    0  (3, 1)    1  +0.143742327  0.106258  qvvLLMwzQQQkghjiknopmopmmnnpoddeddddeaeadedaad_baBaBbaBBa
  8     2    0  (3, 2)    1  -0.194502109  0.055498  qvvLLMwzQQQkghjiknopmopmmnnpoddeddddeaeadedaad_baBaBbaBBa
  8     2    1  (1, 1)    1  +0.137081164  0.112919  qvvLLMwzQQQkghjiknopmopmmnnpoddeddddeaeadedaad_baBaBbaBBa
  8     2    1  (1, 2)    1  -0.220012793  0.029987  qvvLLMwzQQQkghjiknopmopmmnnpoddeddddeaeadedaad_baBaBbaBBa
  8     2    1  (2, 1)    1  +0.138238690  0.111761  qvvLLMwzQQQkghjiknopmopmmnnpoddeddddeaeadedaad_baBaBbaBBa
  8     2    1  (3, 1)    1  +0.116277778  0.116278  qvvLLMwzQQQkghjiknopmopmmnnpoddeddddeaeadedaad_baBaBbaBBa
  8     2    1  (3, 2)    1  -0.214152669  0.035847  qvvLLMwzQQQkghjiknopmopmmnnpoddeddddeaeadedaad_baBaBbaBBa
  8     2    0  (1, 1)    1  +0.103122766  0.103123  qvvLLQwMAQMkhfigkjmnllonmopppaiiiaiaiiaaaaaiai_BaBbabbB
  8     2    0  (1, 2)    1  -0.232537956  0.017462  qvvLLQwMAQMkhfigkjmnllonmopppaiiiaiaiiaaaaaiai_BaBbabbB
  8     2    0  (2, 1)    1  +0.145247886  0.104752  qvvLLQwMAQMkhfigkjmnllonmopppaiiiaiaiiaaaaaiai_BaBbabbB
  8     2    0  (3, 1)    1  +0.127291656  0.122708  qvvLLQwMAQMkhfigkjmnllonmopppaiiiaiaiiaaaaaiai_BaBbabbB
  8     2    0  (3, 2)    1  -0.214539915  0.035460  qvvLLQwMAQMkhfigkjmnllonmopppaiiiaiaiiaaaaaiai_BaBbabbB
  8     2    1  (1, 1)    1  +0.103122766  0.103123  qvvLLQwMAQMkhfigkjmnllonmopppaiiiaiaiiaaaaaiai_BaBbabbB
  8     2    1  (1, 2)    1  -0.232537956  0.017462  qvvLLQwMAQMkhfigkjmnllonmopppaiiiaiaiiaaaaaiai_BaBbabbB
  8     2    1  (2, 1)    1  +0.145247886  0.104752  qvvLLQwMAQMkhfigkjmnllonmopppaiiiaiaiiaaaaaiai_BaBbabbB
  8     2    1  (3, 1)    1  +0.127291656  0.122708  qvvLLQwMAQMkhfigkjmnllonmopppaiiiaiaiiaaaaaiai_BaBbabbB
